EDT,variable,value
2012-07-08, Max Gust SpeedMPH,33.0
2012-07-08,MeanDew PointF,70
2012-07-08, Events,Rain-Thunderstorm
2012-07-08, CloudCover,3
2012-07-08, Mean Humidity,70
2012-07-08, Min Sea Level PressureIn,29.89
2012-07-08, WindDirDegrees,312
2012-07-08, Mean Sea Level PressureIn,29.95
2012-07-08,Min DewpointF,66
2012-07-08,Min TemperatureF,71
2012-07-08,Max Humidity,93
2012-07-08,PrecipitationIn,0.27
2012-07-08,Max Dew PointF,74
2012-07-08, Max Wind SpeedMPH,23
2012-07-08, Max VisibilityMiles,10
2012-07-09, Mean Humidity,69
2012-07-09, Min VisibilityMiles,10
2012-07-09,Max Dew PointF,68
2012-07-09,Max TemperatureF,90
2012-07-09,PrecipitationIn,0.00
2012-07-09,Max Humidity,97
2012-07-09, Mean VisibilityMiles,10
2012-07-09, WindDirDegrees,73
2012-07-09,Min DewpointF,60
2012-07-09,Min TemperatureF,66
2012-07-09, Mean Wind SpeedMPH,4
2012-07-09, Max Wind SpeedMPH,13
2012-07-09, Min Sea Level PressureIn,29.95
2012-07-09,Mean TemperatureF,78
2012-07-09, Mean Sea Level PressureIn,29.99
2012-07-09, Max Sea Level PressureIn,30.02
2012-07-09,MeanDew PointF,64
2012-07-09, Min Humidity,40
2012-07-09, CloudCover,3
2012-07-09, Max VisibilityMiles,10
2012-07-10, Min Humidity,22
2012-07-10, Mean Wind SpeedMPH,5
2012-07-10,Max Humidity,93
2012-07-10,Min DewpointF,48
2012-07-10, Mean Sea Level PressureIn,30.0
2012-07-10,Min TemperatureF,61
2012-07-10,Mean TemperatureF,78
2012-07-10, Max Sea Level PressureIn,30.03
2012-07-10, Max VisibilityMiles,10
2012-07-10, Min Sea Level PressureIn,29.96
2012-07-10, CloudCover,0
2012-07-10, Mean Humidity,58
2012-07-10,Max TemperatureF,94
2012-07-10, Mean VisibilityMiles,10
2012-07-10,PrecipitationIn,0.00
2012-07-10,Max Dew PointF,63
2012-07-10, Min VisibilityMiles,9
2012-07-10, Max Gust SpeedMPH,16.0
2012-07-10, Max Wind SpeedMPH,12
2012-07-10, WindDirDegrees,35
2012-07-10,MeanDew PointF,56
2012-07-11, Min Humidity,26
2012-07-11, Min Sea Level PressureIn,29.99
2012-07-11, Mean Humidity,54
2012-07-11, Mean Wind SpeedMPH,5
2012-07-11, Min VisibilityMiles,10
2012-07-11, Max Gust SpeedMPH,17.0
2012-07-11, CloudCover,0
2012-07-11, Max VisibilityMiles,10
2012-07-11,Mean TemperatureF,79
2012-07-11, Max Wind SpeedMPH,13
2012-07-11, Max Sea Level PressureIn,30.07
2012-07-11,Min TemperatureF,63
2012-07-11,Max Dew PointF,60
2012-07-11, Mean Sea Level PressureIn,30.03
2012-07-11, WindDirDegrees,66
2012-07-11,MeanDew PointF,56
2012-07-11,Min DewpointF,53
2012-07-11,Max TemperatureF,95
2012-07-11,PrecipitationIn,0.00
2012-07-11,Max Humidity,81
2012-07-11, Mean VisibilityMiles,10
2012-07-12,PrecipitationIn,0.00
2012-07-12,Max Dew PointF,66
2012-07-12,Max TemperatureF,95
2012-07-12, Mean Humidity,50
2012-07-12, Max Sea Level PressureIn,30.06
2012-07-12,Min TemperatureF,64
2012-07-12,Min DewpointF,53
2012-07-12, Min VisibilityMiles,10
2012-07-12,Max Humidity,74
2012-07-12, Min Humidity,26
2012-07-12, Max Wind SpeedMPH,21
2012-07-12, Mean Wind SpeedMPH,5
2012-07-12, Mean VisibilityMiles,10
2012-07-12, WindDirDegrees,115
2012-07-12, Mean Sea Level PressureIn,30.03
2012-07-12, Max VisibilityMiles,10
2012-07-12, Max Gust SpeedMPH,29.0
2012-07-12,MeanDew PointF,59
2012-07-12, Min Sea Level PressureIn,30.0
2012-07-12,Mean TemperatureF,80
2012-07-12, Events,Thunderstorm
2012-07-13,Min TemperatureF,63
2012-07-13, Mean Sea Level PressureIn,30.06
2012-07-13,Min DewpointF,63
2012-07-13,Mean TemperatureF,76
2012-07-13, CloudCover,2
2012-07-13, Mean Humidity,71
2012-07-13, Mean VisibilityMiles,10
2012-07-13, Min Humidity,41
2012-07-13,Max Dew PointF,68
2012-07-13, WindDirDegrees,137
2012-07-13, Mean Wind SpeedMPH,5
2012-07-13, Min VisibilityMiles,8
2012-07-13, Max Wind SpeedMPH,13
2012-07-13, Max Gust SpeedMPH,18.0
2012-07-13,MeanDew PointF,66
2012-07-13,PrecipitationIn,0.00
2012-07-13,Max TemperatureF,89
2012-07-13, Max VisibilityMiles,10
2012-07-13, Max Sea Level PressureIn,30.11
2012-07-13,Max Humidity,100
2012-07-13, Min Sea Level PressureIn,30.0
2012-07-14, Mean VisibilityMiles,10
2012-07-14,MeanDew PointF,70
2012-07-14, Mean Sea Level PressureIn,30.08
2012-07-14, Max Sea Level PressureIn,30.14
2012-07-14, Max Gust SpeedMPH,16.0
2012-07-14,PrecipitationIn,0.16
2012-07-14, Events,Rain
2012-07-14,Mean TemperatureF,77
2012-07-14, Min Sea Level PressureIn,30.02
2012-07-14, Min VisibilityMiles,4
2012-07-14,Max TemperatureF,83
2012-07-14, Max VisibilityMiles,10
2012-07-14, Min Humidity,65
2012-07-14, CloudCover,5
2012-07-14,Max Humidity,93
2012-07-14,Max Dew PointF,73
2012-07-14, Max Wind SpeedMPH,13
2012-07-14, Mean Humidity,79
2012-07-14,Min DewpointF,67
2012-07-14, Mean Wind SpeedMPH,4
2012-07-14,Min TemperatureF,70
2012-07-14, WindDirDegrees,211
2012-07-15, Mean VisibilityMiles,10
2012-07-15, Mean Sea Level PressureIn,30.08
2012-07-15, Mean Humidity,70
2012-07-15,MeanDew PointF,70
2012-07-15, Min Humidity,47
2012-07-15, WindDirDegrees,226
2012-07-15, Max Sea Level PressureIn,30.15
2012-07-15, CloudCover,3
2012-07-15,Mean TemperatureF,81
2012-07-15, Min Sea Level PressureIn,30.0
2012-07-15,PrecipitationIn,0.00
2012-07-15,Min TemperatureF,71
2012-07-15, Mean Wind SpeedMPH,6
2012-07-15,Max Humidity,93
2012-07-15, Min VisibilityMiles,5
2012-07-15, Max VisibilityMiles,10
2012-07-15,Max Dew PointF,72
2012-07-15,Min DewpointF,66
2012-07-15,Max TemperatureF,91
2012-07-15, Max Gust SpeedMPH,18.0
2012-07-15, Max Wind SpeedMPH,14
2012-07-16, Min Sea Level PressureIn,29.9
2012-07-16, CloudCover,0
2012-07-16, Mean Humidity,67
2012-07-16, Max Gust SpeedMPH,20.0
2012-07-16, Mean Sea Level PressureIn,29.99
2012-07-16, Min VisibilityMiles,10
2012-07-16,Max Dew PointF,72
2012-07-16, Min Humidity,41
2012-07-16,Min DewpointF,67
2012-07-16,Max Humidity,93
2012-07-16, Max Wind SpeedMPH,16
2012-07-16, Mean Wind SpeedMPH,6
2012-07-16,Min TemperatureF,71
2012-07-16, Mean VisibilityMiles,10
2012-07-16,Mean TemperatureF,83
2012-07-16, Max Sea Level PressureIn,30.05
2012-07-16,MeanDew PointF,70
2012-07-16,PrecipitationIn,0.00
2012-07-16, WindDirDegrees,246
2012-07-16, Max VisibilityMiles,10
2012-07-16,Max TemperatureF,94
2012-07-17, Max Gust SpeedMPH,22.0
2012-07-17, Mean Wind SpeedMPH,6
2012-07-17, WindDirDegrees,239
2012-07-17, Min VisibilityMiles,10
2012-07-17, Min Humidity,43
2012-07-17, Max Wind SpeedMPH,15
2012-07-17, Mean VisibilityMiles,10
2012-07-17,MeanDew PointF,70
2012-07-17, Min Sea Level PressureIn,29.85
2012-07-17,PrecipitationIn,T
2012-07-17,Max TemperatureF,98
2012-07-17, Mean Humidity,69
2012-07-17, Max VisibilityMiles,10
2012-07-17,Max Dew PointF,73
2012-07-17, Max Sea Level PressureIn,29.94
2012-07-17,Min TemperatureF,75
2012-07-17,Mean TemperatureF,87
2012-07-17,Max Humidity,94
2012-07-17,Min DewpointF,68
2012-07-17, Mean Sea Level PressureIn,29.9
2012-07-17, Events,Thunderstorm
2012-07-18,Max TemperatureF,100
2012-07-18, Events,Thunderstorm
2012-07-18, Mean VisibilityMiles,10
2012-07-18, Mean Humidity,61
2012-07-18, Max Gust SpeedMPH,23.0
2012-07-18,Max Dew PointF,73
2012-07-18, Mean Wind SpeedMPH,5
2012-07-18,Mean TemperatureF,87
2012-07-18,PrecipitationIn,0.00
2012-07-18, Max Wind SpeedMPH,18
2012-07-18, Mean Sea Level PressureIn,29.91
2012-07-18, Min VisibilityMiles,10
2012-07-18, Max VisibilityMiles,10
2012-07-18,MeanDew PointF,70
2012-07-18, Min Sea Level PressureIn,29.86
2012-07-18, WindDirDegrees,193
2012-07-18, Max Sea Level PressureIn,29.95
2012-07-18,Min DewpointF,65
2012-07-18, Min Humidity,35
2012-07-18,Max Humidity,87
2012-07-18,Min TemperatureF,74
2012-07-19,PrecipitationIn,0.26
2012-07-19,Max Dew PointF,74
2012-07-19, CloudCover,2
2012-07-19,MeanDew PointF,71
2012-07-19, Events,Rain-Thunderstorm
2012-07-19, Max Sea Level PressureIn,29.97
2012-07-19,Min TemperatureF,73
2012-07-19, Min Sea Level PressureIn,29.79
2012-07-19, Mean VisibilityMiles,9
2012-07-19,Mean TemperatureF,85
2012-07-19, Max Wind SpeedMPH,20
2012-07-19,Max Humidity,94
2012-07-19, Max Gust SpeedMPH,25.0
2012-07-19, Min Humidity,42
2012-07-19,Min DewpointF,66
2012-07-19, Min VisibilityMiles,2
2012-07-19, Mean Wind SpeedMPH,5
2012-07-19, Mean Sea Level PressureIn,29.89
2012-07-19, Max VisibilityMiles,10
2012-07-19, Mean Humidity,68
2012-07-19,Max TemperatureF,97
2012-07-19, WindDirDegrees,203
2012-07-20,Min DewpointF,62
2012-07-20, Mean Wind SpeedMPH,7
2012-07-20, Max Sea Level PressureIn,30.04
2012-07-20,Max TemperatureF,84
2012-07-20, CloudCover,6
2012-07-20, Min VisibilityMiles,2
2012-07-20, Max VisibilityMiles,10
2012-07-20,MeanDew PointF,69
2012-07-20, Mean Humidity,78
2012-07-20, Mean Sea Level PressureIn,29.95
2012-07-20,Mean TemperatureF,76
2012-07-20, Min Sea Level PressureIn,29.84
2012-07-20, Max Wind SpeedMPH,17
2012-07-20,Max Humidity,93
2012-07-20, WindDirDegrees,17
2012-07-20,Min TemperatureF,68
2012-07-20,PrecipitationIn,0.00
2012-07-20, Mean VisibilityMiles,8
2012-07-20, Min Humidity,62
2012-07-20,Max Dew PointF,72
2012-07-20, Max Gust SpeedMPH,21.0
2012-07-21,Min DewpointF,51
2012-07-21, Max Gust SpeedMPH,20.0
2012-07-21,MeanDew PointF,57
2012-07-21, Mean Wind SpeedMPH,4
2012-07-21,PrecipitationIn,0.00
2012-07-21,Max Dew PointF,64
2012-07-21,Max Humidity,100
2012-07-21, Max Wind SpeedMPH,15
2012-07-21, CloudCover,0
2012-07-21, Mean Humidity,64
2012-07-21, Min VisibilityMiles,2
2012-07-21,Min TemperatureF,55
2012-07-21, Min Humidity,27
2012-07-21, Mean VisibilityMiles,8
2012-07-21,Mean TemperatureF,73
2012-07-21, Max Sea Level PressureIn,30.11
2012-07-21, Max VisibilityMiles,10
2012-07-21, WindDirDegrees,61
2012-07-21, Mean Sea Level PressureIn,30.06
2012-07-21, Min Sea Level PressureIn,30.02
2012-07-21,Max TemperatureF,91
2012-07-22, Min Sea Level PressureIn,30.04
2012-07-22, Max Sea Level PressureIn,30.14
2012-07-22, WindDirDegrees,172
2012-07-22,Mean TemperatureF,78
2012-07-22,Max Humidity,100
2012-07-22,Max TemperatureF,95
2012-07-22, Mean Sea Level PressureIn,30.09
2012-07-22, CloudCover,0
2012-07-22, Max Wind SpeedMPH,13
2012-07-22, Max VisibilityMiles,10
2012-07-22, Min Humidity,32
2012-07-22,Max Dew PointF,65
2012-07-22, Mean Humidity,66
2012-07-22, Mean VisibilityMiles,10
2012-07-22,Min TemperatureF,60
2012-07-22,MeanDew PointF,61
2012-07-22,Min DewpointF,59
2012-07-22, Max Gust SpeedMPH,22.0
2012-07-22, Min VisibilityMiles,10
2012-07-22,PrecipitationIn,0.00
2012-07-22, Mean Wind SpeedMPH,3
2012-07-23, Min VisibilityMiles,10
2012-07-23, Max Wind SpeedMPH,17
2012-07-23, Max Sea Level PressureIn,30.1
2012-07-23,Min TemperatureF,67
2012-07-23,Mean TemperatureF,83
2012-07-23,Max Dew PointF,72
2012-07-23, WindDirDegrees,240
2012-07-23,MeanDew PointF,67
2012-07-23, CloudCover,0
2012-07-23,Max Humidity,90
2012-07-23, Mean Humidity,63
2012-07-23, Min Sea Level PressureIn,29.96
2012-07-23, Mean Sea Level PressureIn,30.04
2012-07-23, Mean Wind SpeedMPH,8
2012-07-23,Min DewpointF,61
2012-07-23, Max Gust SpeedMPH,24.0
2012-07-23,Max TemperatureF,98
2012-07-23, Min Humidity,35
2012-07-23,PrecipitationIn,0.00
2012-07-23, Mean VisibilityMiles,10
2012-07-23, Max VisibilityMiles,10
2012-07-24, Mean Sea Level PressureIn,29.91
2012-07-24, Max Wind SpeedMPH,15
2012-07-24,Max Humidity,74
2012-07-24, Max Sea Level PressureIn,29.96
2012-07-24,Max TemperatureF,99
2012-07-24, Mean VisibilityMiles,10
2012-07-24,MeanDew PointF,70
2012-07-24,Min DewpointF,66
2012-07-24, Min VisibilityMiles,10
2012-07-24,Min TemperatureF,77
2012-07-24,Mean TemperatureF,88
2012-07-24, Min Sea Level PressureIn,29.85
2012-07-24, CloudCover,0
2012-07-24, Mean Humidity,55
2012-07-24, Max VisibilityMiles,10
2012-07-24, WindDirDegrees,258
2012-07-24, Mean Wind SpeedMPH,7
2012-07-24,PrecipitationIn,0.00
2012-07-24, Min Humidity,35
2012-07-24, Max Gust SpeedMPH,22.0
2012-07-24,Max Dew PointF,72
2012-07-25,Min TemperatureF,74
2012-07-25,Mean TemperatureF,88
2012-07-25, Mean Wind SpeedMPH,7
2012-07-25,Max Dew PointF,72
2012-07-25, Mean VisibilityMiles,10
2012-07-25, Min VisibilityMiles,10
2012-07-25, Mean Humidity,59
2012-07-25, Max VisibilityMiles,10
2012-07-25,PrecipitationIn,0.00
2012-07-25, Max Gust SpeedMPH,25.0
2012-07-25,Max Humidity,84
2012-07-25,Min DewpointF,65
2012-07-25,MeanDew PointF,68
2012-07-25,Max TemperatureF,101
2012-07-25, Max Sea Level PressureIn,29.91
2012-07-25, Mean Sea Level PressureIn,29.83
2012-07-25, WindDirDegrees,201
2012-07-25, Max Wind SpeedMPH,13
2012-07-25, CloudCover,0
2012-07-25, Min Sea Level PressureIn,29.74
2012-07-25, Min Humidity,33
2012-07-26, Min VisibilityMiles,10
2012-07-26, Mean VisibilityMiles,10
2012-07-26,Min TemperatureF,77
2012-07-26, Max Gust SpeedMPH,24.0
2012-07-26,Max TemperatureF,94
2012-07-26,MeanDew PointF,69
2012-07-26,Min DewpointF,64
2012-07-26, Min Sea Level PressureIn,29.71
2012-07-26, Mean Sea Level PressureIn,29.75
2012-07-26, WindDirDegrees,255
2012-07-26, Mean Wind SpeedMPH,9
2012-07-26,PrecipitationIn,T
2012-07-26,Max Dew PointF,72
2012-07-26, Max VisibilityMiles,10
2012-07-26, Max Sea Level PressureIn,29.78
2012-07-26,Max Humidity,69
2012-07-26, Max Wind SpeedMPH,18
2012-07-26, Min Humidity,41
2012-07-26,Mean TemperatureF,86
2012-07-26, Events,Rain
2012-07-26, Mean Humidity,55
2012-07-27, Max Wind SpeedMPH,22
2012-07-27,PrecipitationIn,0.31
2012-07-27,Min TemperatureF,68
2012-07-27,Mean TemperatureF,82
2012-07-27, Mean Sea Level PressureIn,29.85
2012-07-27, Mean Wind SpeedMPH,6
2012-07-27, Events,Rain-Thunderstorm
2012-07-27, Mean Humidity,65
2012-07-27, Min VisibilityMiles,2
2012-07-27,Min DewpointF,57
2012-07-27,MeanDew PointF,66
2012-07-27, Min Humidity,36
2012-07-27,Max TemperatureF,95
2012-07-27, Max Gust SpeedMPH,35.0
2012-07-27, CloudCover,2
2012-07-27, Max Sea Level PressureIn,29.93
2012-07-27, Mean VisibilityMiles,9
2012-07-27, Max VisibilityMiles,10
2012-07-27,Max Humidity,93
2012-07-27,Max Dew PointF,71
2012-07-27, Min Sea Level PressureIn,29.79
2012-07-27, WindDirDegrees,252
2012-07-28, Max Sea Level PressureIn,30.06
2012-07-28, Max VisibilityMiles,10
2012-07-28,Max Dew PointF,65
2012-07-28,PrecipitationIn,0.00
2012-07-28, Min Humidity,37
2012-07-28, Mean Wind SpeedMPH,5
2012-07-28, WindDirDegrees,6
2012-07-28, Mean Sea Level PressureIn,30.03
2012-07-28,Max TemperatureF,87
2012-07-28, Mean Humidity,65
2012-07-28, Min Sea Level PressureIn,29.95
2012-07-28,Min DewpointF,58
2012-07-28, Min VisibilityMiles,10
2012-07-28,Mean TemperatureF,76
2012-07-28, Mean VisibilityMiles,10
2012-07-28,MeanDew PointF,61
2012-07-28, Max Gust SpeedMPH,18.0
2012-07-28,Min TemperatureF,64
2012-07-28,Max Humidity,93
2012-07-28, Max Wind SpeedMPH,15
2012-07-29,PrecipitationIn,0.00
2012-07-29,Min TemperatureF,56
2012-07-29, Min VisibilityMiles,8
2012-07-29, Min Humidity,29
2012-07-29, Mean VisibilityMiles,10
2012-07-29, Mean Humidity,65
2012-07-29,Mean TemperatureF,72
2012-07-29, CloudCover,0
2012-07-29, Max Wind SpeedMPH,9
2012-07-29,Max Humidity,100
2012-07-29, Max Sea Level PressureIn,30.1
2012-07-29, Max VisibilityMiles,10
2012-07-29,Max Dew PointF,63
2012-07-29, Mean Wind SpeedMPH,2
2012-07-29, WindDirDegrees,191
2012-07-29,Max TemperatureF,88
2012-07-29, Mean Sea Level PressureIn,30.04
2012-07-29, Min Sea Level PressureIn,29.98
2012-07-29,Min DewpointF,50
2012-07-29,MeanDew PointF,59
2012-07-29, Max Gust SpeedMPH,16.0
2012-07-30,Max Humidity,93
2012-07-30,Max Dew PointF,65
2012-07-30,MeanDew PointF,62
2012-07-30, Min Humidity,38
2012-07-30, Mean Sea Level PressureIn,29.94
2012-07-30, Min Sea Level PressureIn,29.89
2012-07-30, Max Sea Level PressureIn,30.0
2012-07-30,Max TemperatureF,91
2012-07-30, Mean VisibilityMiles,10
2012-07-30, Max VisibilityMiles,10
2012-07-30, WindDirDegrees,144
2012-07-30, Max Gust SpeedMPH,22.0
2012-07-30,Min TemperatureF,63
2012-07-30,Min DewpointF,60
2012-07-30, Mean Humidity,66
2012-07-30, Min VisibilityMiles,7
2012-07-30,Mean TemperatureF,77
2012-07-30, Mean Wind SpeedMPH,4
2012-07-30,PrecipitationIn,0.00
2012-07-30, Max Wind SpeedMPH,12
2012-07-31,Mean TemperatureF,79
2012-07-31, Max Gust SpeedMPH,35.0
2012-07-31,Max Dew PointF,66
2012-07-31,Max Humidity,100
2012-07-31, Mean Wind SpeedMPH,4
2012-07-31,Min TemperatureF,64
2012-07-31, Max Wind SpeedMPH,24
2012-07-31, Mean Sea Level PressureIn,29.9
2012-07-31, WindDirDegrees,338
2012-07-31,MeanDew PointF,64
2012-07-31, Min Humidity,39
2012-07-31, Mean Humidity,70
2012-07-31, Max Sea Level PressureIn,29.95
2012-07-31, Min Sea Level PressureIn,29.85
2012-07-31, Events,Thunderstorm
2012-07-31,Min DewpointF,59
2012-07-31, Mean VisibilityMiles,10
2012-07-31,PrecipitationIn,0.00
2012-07-31,Max TemperatureF,93
2012-07-31, Max VisibilityMiles,10
2012-07-31, Min VisibilityMiles,6
2012-08-01, Min VisibilityMiles,6
2012-08-01,Min DewpointF,51
2012-08-01, Max Sea Level PressureIn,29.92
2012-08-01, Mean VisibilityMiles,10
2012-08-01, Max Gust SpeedMPH,20.0
2012-08-01, Mean Humidity,60
2012-08-01,Min TemperatureF,64
2012-08-01,Max TemperatureF,94
2012-08-01, Max Wind SpeedMPH,14
2012-08-01,Max Dew PointF,68
2012-08-01, Mean Sea Level PressureIn,29.89
2012-08-01, Min Humidity,26
2012-08-01,MeanDew PointF,60
2012-08-01,PrecipitationIn,0.00
2012-08-01, Mean Wind SpeedMPH,5
2012-08-01, CloudCover,0
2012-08-01,Mean TemperatureF,79
2012-08-01, Max VisibilityMiles,10
2012-08-01, WindDirDegrees,23
2012-08-01,Max Humidity,93
2012-08-01, Min Sea Level PressureIn,29.84
2012-08-02, Min VisibilityMiles,10
2012-08-02,Max TemperatureF,97
2012-08-02, Min Sea Level PressureIn,29.78
2012-08-02, Max VisibilityMiles,10
2012-08-02, CloudCover,0
2012-08-02, Max Wind SpeedMPH,12
2012-08-02,Min TemperatureF,56
2012-08-02, Mean VisibilityMiles,10
2012-08-02, Max Sea Level PressureIn,29.89
2012-08-02,Mean TemperatureF,77
2012-08-02,Min DewpointF,42
2012-08-02,Max Humidity,86
2012-08-02, Min Humidity,16
2012-08-02, Mean Wind SpeedMPH,4
2012-08-02,MeanDew PointF,54
2012-08-02, WindDirDegrees,144
2012-08-02, Mean Sea Level PressureIn,29.85
2012-08-02, Mean Humidity,51
2012-08-02,PrecipitationIn,T
2012-08-02,Max Dew PointF,59
2012-08-02, Max Gust SpeedMPH,16.0
2012-08-03,Max Humidity,93
2012-08-03, Min VisibilityMiles,7
2012-08-03, Mean Humidity,77
2012-08-03, Max Wind SpeedMPH,14
2012-08-03, Max Sea Level PressureIn,29.93
2012-08-03, Mean Wind SpeedMPH,6
2012-08-03,Min TemperatureF,68
2012-08-03, Min Sea Level PressureIn,29.82
2012-08-03,Mean TemperatureF,77
2012-08-03, CloudCover,4
2012-08-03,Max TemperatureF,86
2012-08-03,Max Dew PointF,72
2012-08-03, Max VisibilityMiles,10
2012-08-03, Mean Sea Level PressureIn,29.88
2012-08-03, Max Gust SpeedMPH,23.0
2012-08-03, Mean VisibilityMiles,10
2012-08-03, Events,Rain
2012-08-03,Min DewpointF,67
2012-08-03, WindDirDegrees,135
2012-08-03,MeanDew PointF,69
2012-08-03, Min Humidity,61
2012-08-03,PrecipitationIn,0.05
2012-08-04, Events,Fog
2012-08-04,Max TemperatureF,96
2012-08-04,Max Dew PointF,75
2012-08-04, Max Gust SpeedMPH,26.0
2012-08-04,Min TemperatureF,72
2012-08-04,MeanDew PointF,72
2012-08-04,PrecipitationIn,0.00
2012-08-04, CloudCover,4
2012-08-04, Max VisibilityMiles,10
2012-08-04,Min DewpointF,66
2012-08-04, Min VisibilityMiles,0
2012-08-04, Min Sea Level PressureIn,29.84
2012-08-04, Mean Wind SpeedMPH,9
2012-08-04, WindDirDegrees,176
2012-08-04, Mean Sea Level PressureIn,29.91
2012-08-04,Mean TemperatureF,84
2012-08-04, Min Humidity,47
2012-08-04, Mean Humidity,74
2012-08-04, Max Wind SpeedMPH,20
2012-08-04, Max Sea Level PressureIn,29.95
2012-08-04, Mean VisibilityMiles,8
2012-08-04,Max Humidity,100
2012-08-05,Mean TemperatureF,77
2012-08-05, Mean Humidity,60
2012-08-05, Max VisibilityMiles,10
2012-08-05, Min VisibilityMiles,10
2012-08-05, Max Gust SpeedMPH,31.0
2012-08-05, Mean Sea Level PressureIn,30.02
2012-08-05, Min Sea Level PressureIn,29.92
2012-08-05, Max Wind SpeedMPH,22
2012-08-05,Max Humidity,88
2012-08-05,Max TemperatureF,92
2012-08-05, Min Humidity,32
2012-08-05,MeanDew PointF,67
2012-08-05,PrecipitationIn,T
2012-08-05, Mean VisibilityMiles,10
2012-08-05, Max Sea Level PressureIn,30.12
2012-08-05, Mean Wind SpeedMPH,7
2012-08-05,Min TemperatureF,62
2012-08-05,Max Dew PointF,74
2012-08-05, CloudCover,3
2012-08-05,Min DewpointF,55
2012-08-05, Events,Rain
2012-08-05, WindDirDegrees,236
2012-08-06, Mean Humidity,61
2012-08-06,Min TemperatureF,59
2012-08-06,Max Humidity,93
2012-08-06, Max Wind SpeedMPH,12
2012-08-06, Max VisibilityMiles,10
2012-08-06, WindDirDegrees,126
2012-08-06,Max Dew PointF,61
2012-08-06, Min VisibilityMiles,10
2012-08-06, Mean Sea Level PressureIn,30.08
2012-08-06,Mean TemperatureF,75
2012-08-06,Max TemperatureF,90
2012-08-06, CloudCover,0
2012-08-06, Max Gust SpeedMPH,15.0
2012-08-06, Min Sea Level PressureIn,29.99
2012-08-06, Mean Wind SpeedMPH,2
2012-08-06, Min Humidity,29
2012-08-06,PrecipitationIn,0.00
2012-08-06,MeanDew PointF,57
2012-08-06,Min DewpointF,54
2012-08-06, Mean VisibilityMiles,10
2012-08-06, Max Sea Level PressureIn,30.14
2012-08-07, Max Sea Level PressureIn,30.01
2012-08-07,Min TemperatureF,57
2012-08-07, Min VisibilityMiles,10
2012-08-07,MeanDew PointF,53
2012-08-07, Min Humidity,15
2012-08-07, Mean Wind SpeedMPH,2
2012-08-07,Max Humidity,93
2012-08-07,Min DewpointF,41
2012-08-07,Max Dew PointF,61
2012-08-07, Mean Humidity,54
2012-08-07, Mean Sea Level PressureIn,29.97
2012-08-07, Mean VisibilityMiles,10
2012-08-07, Max VisibilityMiles,10
2012-08-07,Max TemperatureF,97
2012-08-07,PrecipitationIn,0.00
2012-08-07, Min Sea Level PressureIn,29.91
2012-08-07, WindDirDegrees,10
2012-08-07, Max Gust SpeedMPH,16.0
2012-08-07,Mean TemperatureF,77
2012-08-07, CloudCover,0
2012-08-07, Max Wind SpeedMPH,10
2012-08-08,Max TemperatureF,98
2012-08-08,Max Dew PointF,70
2012-08-08, Max Sea Level PressureIn,29.98
2012-08-08, Mean VisibilityMiles,10
2012-08-08, Events,Rain-Thunderstorm
2012-08-08, Max VisibilityMiles,10
2012-08-08, Min Humidity,24
2012-08-08, Mean Humidity,54
2012-08-08,Max Humidity,84
2012-08-08, Max Gust SpeedMPH,21.0
2012-08-08, Max Wind SpeedMPH,16
2012-08-08,PrecipitationIn,0.06
2012-08-08,MeanDew PointF,58
2012-08-08,Min DewpointF,54
2012-08-08, Mean Sea Level PressureIn,29.94
